"Please enter a valid date less than or equal to %1 at %2.","გთხოვთ, შეიყვანოთ მოქმედი თარიღი 1% -ზე ნაკლები ან ტოლი 2% -ზე.",module,Magento_Customer
"""%1"" is not a valid file extension.","""%1"" არ არის სწორი ფაილის გაფართოება.",module,Magento_Customer
"""%1"" is not a valid file.","""%1"" არ არის სწორი ფაილი.",module,Magento_Customer
"""%1"" exceeds the allowed file size.","""%1"" აღემატება ნებადართული ფაილის ზომას.",module,Magento_Customer
"""%1"" is not a valid image format.","""%1"" არ არის გამოსახულების სწორი ფორმა.",module,Magento_Customer
"""%1"" width exceeds allowed value of %2 px.","""%1"" სიგანე აღემატება დასაშვებ მნიშვნელობას% 2 px.",module,Magento_Customer
"""%1"" height exceeds allowed value of %2 px.","""%1"" სიმაღლე აღემატება დასაშვებ მნიშვნელობას% 2 px.",module,Magento_Customer
"""%1"" length must be equal or greater than %2 characters.","""%1"" სიგრძე უნდა იყოს ტოლი ან მეტი ვიდრე% 2 სიმბოლო.",module,Magento_Customer
"""%1"" length must be equal or less than %2 characters.","""%1"" სიგრძე უნდა იყოს ტოლი ან ნაკლები ვიდრე% 2 სიმბოლო.",module,Magento_Customer
"Could not delete customer group website with ID: %1","ვერ წაშლით მომხმარებელთა ჯგუფის ვებსაიტს პირადობის მოწმობით:% 1",module,Magento_Customer
"Could not save customer group website to exclude with ID: %1","ვერ დაზოგავთ მომხმარებელთა ჯგუფის ვებსაიტს პირადობის მოწმობით:% 1",module,Magento_Customer
label,ეტიკეტი,module,Magento_Customer
"The customer email is missing. Enter and try again.","მომხმარებლის ელ.ფოსტა აკლია. შეიყვანეთ და სცადეთ ისევ.",module,Magento_Customer
"A customer website ID wasn't specified. The ID must be specified to use the website scope.","არ არის მითითებული მომხმარებლის ვებსაიტის ID. პირადობის მოწმობა უნდა იყოს მითითებული ვებსაიტის მასშტაბის გამოსაყენებლად.",module,Magento_Customer
"The specified customer group id does not exist.","მითითებული მომხმარებელთა ჯგუფის ID არ არსებობს.",module,Magento_Customer
"Customer Group","მომხმარებელთა ჯგუფი",module,Magento_Customer
"You can't delete group ""%1"".","თქვენ არ შეგიძლიათ წაშალოთ ჯგუფი ""% 1"".",module,Magento_Customer
"Could not save customer group website to exclude from customer group: ""%1""","ვერ დაზოგავთ მომხმარებელთა ჯგუფის ვებსაიტს, რომ გამოირიცხოს მომხმარებელთა ჯგუფი: ""% 1""",module,Magento_Customer
"Could not retrieve excluded customer group websites by customer group: ""%1""","ვერ შეძლო მომხმარებელთა ჯგუფის გამორიცხული ვებსაიტების მოძიება მომხმარებელთა ჯგუფის მიერ: ""% 1""",module,Magento_Customer
"Could not retrieve all excluded customer group websites.","ვერ შეძლო მომხმარებელთა ჯგუფის ყველა გამორიცხული ვებსაიტის მოძიება.",module,Magento_Customer
"Could not delete customer group with its excluded websites.","ვერ შეძლო მომხმარებელთა ჯგუფის წაშლა მისი გამორიცხული ვებსაიტებით.",module,Magento_Customer
"Could not delete customer group excluded website by id.","ვერ მოხერხდა მომხმარებლის ჯგუფის წაშლა ვებ – გვერდის საშუალებით.",module,Magento_Customer
"Customer Group already exists.","მომხმარებელთა ჯგუფი უკვე არსებობს.",module,Magento_Customer
"Cannot delete group.","ჯგუფის წაშლა შეუძლებელია.",module,Magento_Customer
"The session has expired, please login again.","სხდომა ამოიწურა, გთხოვთ, კვლავ შეხვიდეთ.",module,Magento_Customer
"Something went wrong.","რაღაც არასწორედ წარიმართა.",module,Magento_Customer
"Error during VAT Number verification.","შეცდომა დღგ-ს ნომრის გადამოწმების დროს.",module,Magento_Customer
"PHP SOAP extension is required.","PHP SOAP გაფართოება საჭიროა.",module,Magento_Customer
"VAT Number is valid.","დღგ-ს ნომერი მოქმედებს.",module,Magento_Customer
"Please enter a valid VAT number.","გთხოვთ, შეიყვანოთ დღგ – ს მოქმედი ნომერი.",module,Magento_Customer
"Your VAT ID was successfully validated.","თქვენი დღგ-ს პირადობის მოწმობა წარმატებით იქნა დამოწმებული.",module,Magento_Customer
"You will be charged tax.","გადასახადი მოგიწევთ.",module,Magento_Customer
"You will not be charged tax.","გადასახადი არ მოგერიდებათ.",module,Magento_Customer
"The VAT ID entered (%1) is not a valid VAT ID.","შეტანილი დღგ-ს პირადობის მოწმობა (% 1) არ არის დღგ-ს მოქმედი პირადობის მოწმობა.",module,Magento_Customer
"Your Tax ID cannot be validated.","თქვენი საგადასახადო პირადობის მოწმობა არ შეიძლება დამოწმდეს.",module,Magento_Customer
"If you believe this is an error, please contact us at %1","თუ თვლით, რომ ეს შეცდომაა, გთხოვთ, დაგვიკავშირდეთ% 1-ში",module,Magento_Customer
"This website is excluded from customer's group.","ეს ვებ – გვერდი გამორიცხულია მომხმარებელთა ჯგუფიდან.",module,Magento_Customer
"No such entity with %fieldName = %fieldValue","არ არსებობს ასეთი პირი% vieldName =% vieldValue",module,Magento_Customer
Male,მამრობითი,module,Magento_Customer
Female,ქალი,module,Magento_Customer
"Not Specified","მითითებული არ არის",module,Magento_Customer
"If you are a registered VAT customer, please click <a href=""%1"">here</a> to enter your billing address for proper VAT calculation.","თუ რეგისტრირებული დღგ-ს მომხმარებელი ხართ, გთხოვთ, დააჭიროთ < a href = ""% 1"" > აქ <, რომ შეიყვანოთ თქვენი ბილინგის მისამართი დღგ-ს სათანადო გაანგარიშებისთვის.",module,Magento_Customer
"If you are a registered VAT customer, please click <a href=""%1"">here</a> to enter your shipping address for proper VAT calculation.","თუ რეგისტრირებული დღგ-ს მომხმარებელი ხართ, გთხოვთ, დააჭიროთ < a href = ""% 1"" > აქ <, რომ შეიყვანოთ თქვენი გადაზიდვის მისამართი დღგ-ის სათანადო გაანგარიშებისთვის.",module,Magento_Customer
NoSuchEntityException,NoSuchEntityException,module,Magento_Customer
EmailNotConfirmedException,"ელ.ფოსტა დაადასტურა",module,Magento_Customer
AuthenticationException,ავთენტიფიკაცია,module,Magento_Customer
UserLockedException,მომხმარებელიLockedException,module,Magento_Customer
InputException,შესავალი,module,Magento_Customer
"Exception message","გამონაკლისი შეტყობინება",module,Magento_Customer
"Validator Exception","ვალიდატორის გამონაკლისი",module,Magento_Customer
"Localized Exception","ლოკალიზებული გამონაკლისი",module,Magento_Customer
"some error","გარკვეული შეცდომა",module,Magento_Customer
Street,ქუჩა,module,Magento_Customer
frontend_label,"წინა ეტიკეტი",module,Magento_Customer
"NOT LOGGED IN","არა LOGGED",module,Magento_Customer
"File with an extension php is protected and cannot be uploaded","გაფართოებული php ფაილი დაცულია და მისი ატვირთვა შეუძლებელია",module,Magento_Customer
"Please enter the state/province.","გთხოვთ, შეიყვანოთ სახელმწიფო / პროვინცია.",module,Magento_Customer
"region is a required field.","რეგიონი საჭირო სფეროა.",module,Magento_Customer
"""regionId"" is required. Enter and try again.","""რეგიონიდი"" საჭიროა. შეიყვანეთ და სცადეთ ისევ.",module,Magento_Customer
"Customer does not exist","მომხმარებელი არ არსებობს",module,Magento_Customer
"Something went wrong","რაღაც არასწორედ წავიდა",module,Magento_Customer
Label,ეტიკეტი,module,Magento_Customer
Select...,აირჩიე...,module,Magento_Customer
Edit,რედაქტირება,module,Magento_Customer
"Delete %1","წაშლა% 1",module,Magento_Customer
"Are you sure you want to delete a %1 record?","დარწმუნებული ხართ, რომ გსურთ წაშალოთ% 1 ჩანაწერი?",module,Magento_Customer
"Set as default billing","როგორც ნაგულისხმევი ბილინგი",module,Magento_Customer
"Set address as default billing","დააყენეთ მისამართი, როგორც ნაგულისხმევი ბილინგი",module,Magento_Customer
"Are you sure you want to set the address as default billing address?","დარწმუნებული ხართ, რომ გსურთ დააყენოთ მისამართი, როგორც ნაგულისხმევი ბილინგის მისამართი?",module,Magento_Customer
"Set as default shipping","დააყენეთ როგორც ნაგულისხმევი გადაზიდვა",module,Magento_Customer
"Set address as default shipping","დააყენეთ მისამართი, როგორც ნაგულისხმევი გადაზიდვა",module,Magento_Customer
"Are you sure you want to set the address as default shipping address?","დარწმუნებული ხართ, რომ გსურთ დააყენოთ მისამართი, როგორც ნაგულისხმევი გადაზიდვის მისამართი?",module,Magento_Customer
"Delete address","მისამართის წაშლა",module,Magento_Customer
"Are you sure you want to delete the address?","დარწმუნებული ხართ, რომ გსურთ მისამართის წაშლა?",module,Magento_Customer
Visitor,ვიზიტორი,module,Magento_Customer
Customer,მომხმარებელი,module,Magento_Customer
"No item specified.","არცერთი ნივთი არ არის მითითებული.",module,Magento_Customer
"Are you sure you want to remove this item?","დარწმუნებული ხართ, რომ გსურთ ამ ნივთის ამოღება?",module,Magento_Customer
"Personal Information","პირადი ინფორმაცია",module,Magento_Customer
"Last Logged In:","ბოლო შესვლა:",module,Magento_Customer
"Last Logged In (%1):","ბოლო შესვლა (% 1):",module,Magento_Customer
"Account Lock:","ანგარიშის ჩაკეტვა:",module,Magento_Customer
"Confirmed email:","დადასტურებული ელ.ფოსტა:",module,Magento_Customer
"Account Created:","ანგარიში შეიქმნა:",module,Magento_Customer
"Account Created on (%1):","ანგარიში შეიქმნა (% 1):",module,Magento_Customer
"Account Created in:","ანგარიში შეიქმნა:",module,Magento_Customer
"Customer Group:","მომხმარებელთა ჯგუფი:",module,Magento_Customer
"Default Billing Address","ნაგულისხმევი მისამართი",module,Magento_Customer
"Sales Statistics","გაყიდვების სტატისტიკა",module,Magento_Customer
"Web Site","ვებ საიტი",module,Magento_Customer
Store,მაღაზია,module,Magento_Customer
"Lifetime Sales","სიცოცხლის გაყიდვები",module,Magento_Customer
"Average Sale","საშუალო გაყიდვა",module,Magento_Customer
"All Store Views","ყველა მაღაზიის ხედი",module,Magento_Customer
Change,შეცვლა,module,Magento_Customer
"Manage Addresses","მართეთ მისამართები",module,Magento_Customer
"Default Shipping Address","ნაგულისხმევი მისამართი",module,Magento_Customer
"Account Information",ინფორმაცია,module,Magento_Customer
"Contact Information","საკონტაქტო ინფორმაცია",module,Magento_Customer
"Change Password","შეცვალეთ პაროლი",module,Magento_Customer
Newsletters,გაზეთები,module,Magento_Customer
"You are subscribed to ""General Subscription"".","თქვენ ხელმოწერილი ხართ ""გენერალური გამოწერისთვის"".",module,Magento_Customer
or,ან,module,Magento_Customer
"My Account","ჩემი ანგარიში",module,Magento_Customer
"Default Addresses","ნაგულისხმევი მისამართები",module,Magento_Customer
"Change Billing Address","შეცვალეთ ბილინგის მისამართი",module,Magento_Customer
"You have no default billing address in your address book.","თქვენ არ გაქვთ ნაგულისხმევი ბილინგის მისამართი თქვენს მისამართების წიგნში.",module,Magento_Customer
"Change Shipping Address","შეცვალეთ მისამართი",module,Magento_Customer
"You have no default shipping address in your address book.","თქვენ არ გაქვთ ნაგულისხმევი გადაზიდვის მისამართი თქვენს მისამართთა წიგნში.",module,Magento_Customer
"* Required Fields","* საჭირო ველები",module,Magento_Customer
Address,მისამართი,module,Magento_Customer
"Street Address: Line %1","ქუჩის მისამართი: ხაზი% 1",module,Magento_Customer
"Street Address %1","ქუჩის მისამართი% 1",module,Magento_Customer
City,ქალაქი,module,Magento_Customer
"It's a default billing address.","ეს არის ნაგულისხმევი ბილინგის მისამართი.",module,Magento_Customer
"Use as my default billing address","გამოიყენეთ როგორც ჩემი ნაგულისხმევი ბილინგის მისამართი",module,Magento_Customer
"It's a default shipping address.","ეს არის ნაგულისხმევი გადაზიდვის მისამართი.",module,Magento_Customer
"Use as my default shipping address","გამოიყენეთ როგორც ჩემი ნაგულისხმევი მისამართი",module,Magento_Customer
"Save Address","შეინახეთ მისამართი",module,Magento_Customer
"Go back",დაბრუნდი,module,Magento_Customer
"Additional Address Entries","დამატებითი მისამართი",module,Magento_Customer
"Additional addresses","დამატებითი მისამართები",module,Magento_Customer
"First Name",სახელი,module,Magento_Customer
"Last Name",გვარი,module,Magento_Customer
"Street Address","ქუჩის მისამართი",module,Magento_Customer
Country,ქვეყანა,module,Magento_Customer
State,სახელმწიფო,module,Magento_Customer
"Zip/Postal Code","Zip / საფოსტო კოდი",module,Magento_Customer
Phone,ტელეფონი,module,Magento_Customer
Actions,მოქმედებები,module,Magento_Customer
"You have no other address entries in your address book.","თქვენ არ გაქვთ სხვა მისამართების ჩანაწერები თქვენს მისამართების წიგნში.",module,Magento_Customer
"Please enter your email below and we will send you the confirmation link.","გთხოვთ, შეიყვანოთ თქვენი ელ.ფოსტა ქვემოთ და ჩვენ გამოგიგზავნით დადასტურების ბმულს.",module,Magento_Customer
Email,ელ.ფოსტა,module,Magento_Customer
"Send confirmation link","გაგზავნეთ დადასტურების ბმული",module,Magento_Customer
"Back to Sign In","დაბრუნება ნიშანი In",module,Magento_Customer
"Change Email","შეცვალეთ ელ.ფოსტა",module,Magento_Customer
"Change Email and Password","შეცვალეთ ელ.ფოსტა და პაროლი",module,Magento_Customer
"Current Password","მიმდინარე პაროლი",module,Magento_Customer
"New Password","ახალი პაროლი",module,Magento_Customer
"Password Strength","პაროლის სიძლიერე",module,Magento_Customer
"No Password",პაროლი,module,Magento_Customer
"Confirm New Password","დაადასტურეთ ახალი პაროლი",module,Magento_Customer
"Please enter your email address below to receive a password reset link.","გთხოვთ, შეიყვანოთ თქვენი ელ.ფოსტის მისამართი ქვემოთ, რომ მიიღოთ პაროლის გადატვირთვის ბმული.",module,Magento_Customer
"Reset My Password","გადაწურეთ ჩემი პაროლი",module,Magento_Customer
"Registered Customers","რეგისტრირებული მომხმარებლები",module,Magento_Customer
"If you have an account, sign in with your email address.","თუ ანგარიში გაქვთ, შეიყვანეთ თქვენი ელ.ფოსტის მისამართით.",module,Magento_Customer
Password,პაროლი,module,Magento_Customer
"Forgot Your Password?","დაივიწყე შენი პაროლი?",module,Magento_Customer
"Subscription option","გამოწერის ვარიანტი",module,Magento_Customer
"General Subscription","ზოგადი გამოწერა",module,Magento_Customer
"Sign Up for Newsletter","დარეგისტრირდით ბიულეტენისთვის",module,Magento_Customer
"Address Information","მისამართის ინფორმაცია",module,Magento_Customer
"Please select a region, state or province.","გთხოვთ, აირჩიოთ რეგიონი, სახელმწიფო ან პროვინცია.",module,Magento_Customer
"Sign-in Information","ხელმოწერის ინფორმაცია",module,Magento_Customer
"Confirm Password","დაადასტურეთ პაროლი",module,Magento_Customer
"Create an Account","ანგარიშის შექმნა",module,Magento_Customer
"Set a New Password","დააყენეთ ახალი პაროლი",module,Magento_Customer
"You have signed out and will go to our homepage in 5 seconds.","თქვენ ხელი მოაწერეთ და ჩვენს მთავარ გვერდზე 5 წამში წახვალთ.",module,Magento_Customer
"This account is not confirmed. <a href=""%1"">Click here</a> to resend confirmation email.","ეს ანგარიში არ არის დადასტურებული. < a href = ""% 1"" > დააჭირეთ აქ < / a > დადასტურების ელ.ფოსტის გადასაცემად.",module,Magento_Customer
"You must confirm your account. Please check your email for the confirmation link or <a href=""%1"">click here</a> for a new link.","თქვენ უნდა დაადასტუროთ თქვენი ანგარიში. გთხოვთ, შეამოწმოთ თქვენი ელ.ფოსტა დადასტურების ბმულზე ან < a href = ""% 1"" > დააჭირეთ აქ < / a > ახალი ბმულისთვის.",module,Magento_Customer
"There is already an account with this email address. If you are sure that it is your email address, <a href=""%1"">click here</a> to get your password and access your account.","ამ ელ.ფოსტის მისამართით უკვე არის ანგარიში. თუ დარწმუნებული ხართ, რომ ეს არის თქვენი ელ.ფოსტის მისამართი, < a href = ""% 1"" > დააჭირეთ აქ < / a > თქვენი პაროლის მისაღებად და თქვენს ანგარიშზე წვდომისათვის.",module,Magento_Customer
"New Customers","ახალი მომხმარებლები",module,Magento_Customer
"Creating an account has many benefits: check out faster, keep more than one address, track orders and more.","ანგარიშის შექმნას მრავალი სარგებელი აქვს: შეამოწმეთ უფრო სწრაფად, შეინახეთ ერთზე მეტი მისამართი, აკონტროლეთ შეკვეთები და სხვა.",module,Magento_Customer
Company,კომპანია,module,Magento_Customer
Fax,ფაქსი,module,Magento_Customer
Name,სახელი,module,Magento_Customer
"Phone Number","ტელეფონის ნომერი",module,Magento_Customer
"Import failed: %1","იმპორტი ვერ მოხერხდა:% 1",module,Magento_Deploy
"The class for ""%1"" type wasn't declared. Enter the class and try again.","კლასი ""% 1"" ტიპისთვის არ გამოცხადებულა. შეიყვანეთ კლასი და კვლავ სცადეთ.",module,Magento_Deploy
"%1 does not implement %2","%1 არ ახორციელებს% 2",module,Magento_Deploy
"File app/etc/%1 can't be read. Please check if it exists and has read permissions.","ფაილის აპი / ა.შ. /% 1 ვერ წაიკითხავთ. გთხოვთ, შეამოწმოთ არსებობს თუ არა და წაიკითხეთ ნებართვები.",module,Magento_Deploy
"There are no sensitive configurations to fill","შევსების მგრძნობიარე კონფიგურაცია არ არსებობს",module,Magento_Deploy
"The value can't be empty. Enter the value and try again.","მნიშვნელობა ცარიელი არ შეიძლება იყოს. შეიყვანეთ მნიშვნელობა და კვლავ სცადეთ.",module,Magento_Deploy
"A configuration with this path does not exist or is not sensitive","ამ ბილიკით კონფიგურაცია არ არსებობს ან არ არის მგრძნობიარე",module,Magento_Deploy
"The mode can't be switched to ""%1"".","რეჟიმში ვერ გადართავთ ""% 1"" -ზე"".",module,Magento_Deploy
"Wrong logger interface specified.","მითითებულია არასწორი ლოგინის ინტერფეისი.",module,Magento_Deploy
"The hash isn't saved.","ჰაში არ არის შენახული.",module,Magento_Deploy
"The parameter ""importer_class"" is missing. Set the ""importer_class"" and try again.","პარამეტრი ""importer_class"" აკლია. დააყენეთ ""importer_class"" და კვლავ სცადეთ.",module,Magento_Deploy
"The configuration file has changed. Run the ""app:config:import"" or the ""setup:upgrade"" command to synchronize the configuration.","კონფიგურაციის ფაილი შეიცვალა. კონფიგურაციის სინქრონიზაციისთვის შეასრულეთ ""app: config: import"" ან ""setup: upgrade"" ბრძანება.",module,Magento_Deploy
"Wrong type specified: '%1'","არასწორი ტიპის მითითება: '% 1'",module,Magento_Deploy
"Wrong queue type specified.","მითითებულია არასწორი რიგის ტიპი.",module,Magento_Deploy
"Compilation from source: ","შედგენა წყაროდან: ",module,Magento_Deploy
"Wrong deploy strategy type: %1","არასწორი განლაგების სტრატეგიის ტიპი:% 1",module,Magento_Deploy
"Some error","გარკვეული შეცდომა",module,Magento_Deploy
"some message","რამდენიმე მესიჯი",module,Magento_Deploy
Exception,გამონაკლისი,module,Magento_Deploy
"Patch %1 has been successfully generated.","Patch% 1 წარმატებით იქნა წარმოქმნილი.",module,Magento_Developer
"Template hints are %status","შაბლონის მინიშნებები არის% status",module,Magento_Developer
"Format for IDE '%1' is not supported","ფორმა IDE '% 1' არ არის მხარდაჭერილი",module,Magento_Developer
"Client side compilation doesn't work in production mode","კლიენტის მხარის შედგენა არ მუშაობს წარმოების რეჟიმში",module,Magento_Developer
"Client side less compilation","კლიენტის მხრიდან ნაკლები შედგენა",module,Magento_Developer
"Server side less compilation","სერვერის მხარის ნაკლებად შედგენა",module,Magento_Developer
"Magento was installed with a table prefix. Please re-install without prefix.","მაგენტო დამონტაჟდა მაგიდის პრეფიქსი. გთხოვთ, ხელახლა დააინსტალიროთ პრეფიქსი.",module,Magento_Developer
"Configuration Exception Message","კონფიგურაციის გამონაკლისი შეტყობინება",module,Magento_Developer
"The ""%1.xml"" file doesn't exist.","""% 1.xml"" ფაილი არ არსებობს.",module,Magento_Developer
"Select this to allow DHL to optimize shipping charges by splitting the order if it exceeds %1 %2.","შეარჩიეთ ეს, რომ DHL- ს საშუალება მისცეს ოპტიმიზაცია მოახდინოს გადაზიდვის საფასურის გაყოფით, თუ იგი აღემატება 1% 2-ს.",module,Magento_Dhl
"Wrong Content Type","არასწორი შინაარსის ტიპი",module,Magento_Dhl
Pounds,ფუნტი,module,Magento_Dhl
Kilograms,კილოგრამები,module,Magento_Dhl
Inches,ინჩები,module,Magento_Dhl
Centimeters,სანტიმეტრი,module,Magento_Dhl
inch,დიუმიანი,module,Magento_Dhl
cm,სმ,module,Magento_Dhl
Height,სიმაღლე,module,Magento_Dhl
Depth,სიღრმე,module,Magento_Dhl
Width,სიგანე,module,Magento_Dhl
Regular,რეგულარული,module,Magento_Dhl
Specific,სპეციფიკური,module,Magento_Dhl
"Easy shop","მარტივი მაღაზია",module,Magento_Dhl
Sprintline,ანაბეჭდი,module,Magento_Dhl
Secureline,"უსაფრთხო ხაზი",module,Magento_Dhl
"Express easy","გამოხატეთ მარტივად",module,Magento_Dhl
Europack,ევროპაკეტი,module,Magento_Dhl
"Break bulk express","დაარღვიე ნაყარი ექსპრესი",module,Magento_Dhl
"Medical express","სამედიცინო ექსპრესი",module,Magento_Dhl
"Express worldwide","გამოხატეთ მთელ მსოფლიოში",module,Magento_Dhl
"Express 9:00","გამოთქმა 9:00",module,Magento_Dhl
"Express 10:30","გამოხატეთ 10:30",module,Magento_Dhl
"Domestic economy select","საშინაო ეკონომიკა შეარჩიეთ",module,Magento_Dhl
"Economy select","ეკონომიკის არჩევა",module,Magento_Dhl
"Domestic express 9:00","შიდა ექსპრესი 9:00",module,Magento_Dhl
"Domestic express","შიდა ექსპრესი",module,Magento_Dhl
Others,სხვები,module,Magento_Dhl
"Globalmail business","გლობალური ბიზნესი",module,Magento_Dhl
"Same day","იმავე დღეს",module,Magento_Dhl
"Express 12:00","გამოთქმა 12:00",module,Magento_Dhl
"Express envelope","გამოხატეთ კონვერტი",module,Magento_Dhl
"Domestic express 12:00","შიდა ექსპრესი 12:00",module,Magento_Dhl
Jetline,Jetline,module,Magento_Dhl
"Freight worldwide","სატვირთო მსოფლიოში",module,Magento_Dhl
"Jumbo box","ჯუმბო ყუთი",module,Magento_Dhl
"DHL service is not available at %s date","DHL მომსახურება არ არის ხელმისაწვდომი% s თარიღით",module,Magento_Dhl
"The response is in wrong format.","პასუხი არასწორი ფორმატით ხდება.",module,Magento_Dhl
"We had to skip DHL method %1 because we couldn't find exchange rate %2 (Base Currency).","ჩვენ უნდა გამოტოვოთ DHL მეთოდი% 1, რადგან ვერ ვიპოვნეთ გაცვლითი კურსი% 2 (ბაზის ვალუტა).",module,Magento_Dhl
"Zero shipping charge for '%1'","ნულოვანი გადაზიდვის საფასური '% 1' -ზე'",module,Magento_Dhl
DHL,DHL,module,Magento_Dhl
"Cannot identify measure unit for %1","ვერ ხერხდება საზომი ერთეულის იდენტიფიცირება% 1-ისთვის",module,Magento_Dhl
"Cannot identify weight unit for %1","წონის ერთეულის იდენტიფიცირება% 1-ზე",module,Magento_Dhl
"There is no items in this order","ამ მიზნით არ არსებობს ნივთები",module,Magento_Dhl
"Please specify origin country.","გთხოვთ, მიუთითოთ წარმოშობის ქვეყანა.",module,Magento_Dhl
Documents,დოკუმენტები,module,Magento_Dhl
"Non Documents",დოკუმენტები,module,Magento_Dhl
"Height, width and length should be equal or greater than %1","სიმაღლე, სიგანე და სიგრძე უნდა იყოს ტოლი ან მეტი% 1",module,Magento_Dhl
"Unable to retrieve tracking","თვალყურის დევნება შეუძლებელია",module,Magento_Dhl
"Response is in the wrong format","პასუხი არასწორი ფორმატით ხდება",module,Magento_Dhl
"Error #%1 : %2","შეცდომა #% 1:% 2",module,Magento_Dhl
"No packages for request","არ არის მოთხოვნა პაკეტებისთვის",module,Magento_Dhl
"Unable to retrieve shipping label","შეუძლებელია გადაზიდვის ეტიკეტის დაბრუნება",module,Magento_Dhl
"Non documents",დოკუმენტები,module,Magento_Dhl
None,არცერთი,module,Magento_Dhl
"The security validation of the XML document has failed.","XML დოკუმენტის უსაფრთხოების დადასტურება ვერ მოხერხდა.",module,Magento_Dhl
"The response is in the wrong format","პასუხი არასწორი ფორმატით ხდება",module,Magento_Dhl
"Currency not allowed for store %1","ვალუტა არ არის დაშვებული მაღაზიაში% 1",module,Magento_DirectoryGraphQl
"Please correct the target currency","გთხოვთ, შეასწოროთ სამიზნე ვალუტა",module,Magento_DirectoryGraphQl
"Requested store is not found","მოთხოვნილი მაღაზია ვერ მოიძებნა",module,Magento_DirectoryGraphQl
"Country ""id"" value should be specified","უნდა განისაზღვროს ქვეყნის ""id"" მნიშვნელობა",module,Magento_DirectoryGraphQl
"--Please Select--","--გთხოვთ აირჩიოთ-",module,Magento_Directory
lbs,ლობს,module,Magento_Directory
kgs,კგ,module,Magento_Directory
"The country isn't available.","ქვეყანა არ არის ხელმისაწვდომი.",module,Magento_Directory
"Undefined rate from ""%1-%2"".","განუსაზღვრელი კურსი ""% 1-% 2-დან"".",module,Magento_Directory
"Please correct the target currency.","გთხოვთ, შეასწოროთ სამიზნე ვალუტა.",module,Magento_Directory
label,ეტიკეტი,module,Magento_Directory
"We can't retrieve a rate from %1 for %2.","ჩვენ ვერ ვიღებთ პროცენტს 1% -დან 2% -ზე.",module,Magento_Directory
"No API Key was specified or an invalid API Key was specified.","API Key არ იყო მითითებული ან არასწორი API Key დაზუსტდა.",module,Magento_Directory
"Currency rates can't be retrieved.","ვალუტის კურსის მოძიება შეუძლებელია.",module,Magento_Directory
"The account this API request is coming from is inactive.","ანგარიში, საიდანაც მოდის API მოთხოვნა, არააქტიურია.",module,Magento_Directory
"The ""%1"" is not allowed as base currency for your subscription plan.","""% 1"" არ არის დაშვებული, როგორც საბაზო ვალუტა თქვენი გამოწერის გეგმისთვის.",module,Magento_Directory
"An invalid base currency has been entered.","შევიდა არასწორი საბაზო ვალუტა.",module,Magento_Directory
"FATAL ERROR:","ფატალური ERROR:",module,Magento_Directory
"The import model can't be initialized. Verify the model and try again.","იმპორტის მოდელის ინიციალიზაცია შეუძლებელია. გადაამოწმეთ მოდელი და სცადეთ ისევ.",module,Magento_Directory
"Please specify the correct Import Service.","გთხოვთ, მიუთითოთ სწორი იმპორტის სერვისი.",module,Magento_Directory
WARNING:,გაფრთხილება:,module,Magento_Directory
"Please correct the country code: %1.","გთხოვთ, შეასწოროთ ქვეყნის კოდი:% 1.",module,Magento_Directory
"Country and Format Type combination should be unique","ქვეყნის და ფორმატის ტიპის კომბინაცია უნიკალური უნდა იყოს",module,Magento_Directory
"Please correct the rates received","გთხოვთ, შეასწოროთ მიღებული განაკვეთები",module,Magento_Directory
"Please select a region, state or province.","გთხოვთ, აირჩიოთ რეგიონი, სახელმწიფო ან პროვინცია.",module,Magento_Directory
Currency,ვალუტა,module,Magento_Directory
"Your current currency is: %1.","თქვენი მიმდინარე ვალუტაა:% 1.",module,Magento_Directory
Continue,განაგრძეთ,module,Magento_Directory
"Could not find specified product.","ვერ იპოვნეს მითითებული პროდუქტი.",module,Magento_DownloadableGraphQl
"""itemModel"" should be a ""%instance"" instance","""itemModel"" უნდა იყოს ""% ინსტალაცია""",module,Magento_DownloadableGraphQl
"""model"" value should be specified","""უნდა იყოს დაზუსტებული ""მოდელის"" მნიშვნელობა",module,Magento_DownloadableGraphQl
"Wrong product type. Links are available for Downloadable and Virtual product types","არასწორი პროდუქტის ტიპი. ბმულები ხელმისაწვდომია პროდუქტის ჩამოტვირთვა და ვირტუალური ტიპები",module,Magento_DownloadableGraphQl
"""id"" value should be specified.","""უნდა იყოს დაზუსტებული ""id"" მნიშვნელობა.",module,Magento_DownloadableGraphQl
"File directory '%1' is not readable.","ფაილის დირექტორია ""% 1"" არ იკითხება.",module,Magento_DownloadableImportExport
"File directory '%1' is not writable.","ფაილების დირექტორია ""% 1"" არ იწერება.",module,Magento_DownloadableImportExport
Error,შეცდომა,module,Magento_DownloadableImportExport
"Downloadable Information","ჩამოტვირთვა ინფორმაცია",module,Magento_Downloadable
"Add New Link","დაამატეთ ახალი ბმული",module,Magento_Downloadable
"Upload Files","ატვირთეთ ფაილები",module,Magento_Downloadable
"All Files","ყველა ფაილი",module,Magento_Downloadable
Unlimited,შეუზღუდავი,module,Magento_Downloadable
"Upload type can not be determined.","ატვირთვის ტიპის დადგენა შეუძლებელია.",module,Magento_Downloadable
"File can not be moved from temporary folder to the destination folder.","ფაილი ვერ გადაადგილდება დროებითი საქაღალდედან დანიშნულების საქაღალდეში.",module,Magento_Downloadable
